TIMESTAMP    TEMP  ARM_FREQ
1548         36.0       600
1549         35.0       600
1550         35.0       600
1551         35.0       600
1552         35.0       600
1553         35.0       600
1554         35.0       600
1555         35.0       600
1556         36.0       600
1557         35.0       600
1558         35.0       600
1559         35.0       600
1560         35.0       600
1561         35.0       600
1562         35.0       600
1563         35.0       600
1564         35.0       600
1565         35.0       600
1566         35.0       600
1567         35.0       600
1568         35.0       600
1569         35.0       600
1570         35.0       600
1571         35.0       600
1572         35.0       600
1573         35.0       600
1574         35.0       600
1575         35.0       600
1576         35.0       600
1577         35.0       600
1578         36.0       600
1579         35.0       600
1580         35.0       600
1581         35.0       600
1582         35.0       600
1583         35.0       600
1584         35.0       600
1585         35.0       600
1586         35.0       600
1587         35.0       600
1588         35.0       600
1589         35.0       600
1590         35.0       600
1591         35.0       600
1592         35.0       600
1593         35.0       600
1594         35.0       600
1595         35.0       600
1596         34.0       600
1597         35.0       600
1598         35.0       600
1599         35.0       600
1600         35.0       600
1601         34.0       600
1602         35.0       600
1603         35.0       600
1604         35.0       600
1605         35.0       600
1606         35.0       600
1607         35.0       600
1608         36.0       600
1609         35.0       600
1610         34.0       600
1611         35.0       600
1612         36.0       600
1613         35.0       600
1614         34.0       600
1615         35.0       600
1616         35.0       600
1617         35.0       600
1618         35.0       600
1619         35.0       600
1620         34.0       600
1621         35.0       600
1622         35.0       600
1623         35.0       600
1624         35.0       600
1625         35.0       600
1626         35.0       600
1627         35.0       600
1628         35.0       600
1629         35.0       600
1630         35.0       600
1631         35.0       600
1632         35.0       600
1633         34.0       600
1634         35.0       600
1635         35.0       600
1636         35.0       600
1637         35.0       600
1638         35.0       600
1639         35.0       600
1640         35.0       600
1641         35.0       600
1642         35.0       600
1643         34.0       600
1644         35.0       600
1645         35.0       600
1646         35.0       600
1647         35.0       600
1648         35.0       600
1649         36.0       600
1650         36.0       600
1651         35.0       600
1652         35.0       600
1653         35.0       600
1654         35.0       600
1655         35.0       600
1656         35.0       600
1657         35.0       600
1658         35.0       600
1659         35.0       600
1660         35.0       600
1661         35.0       600
1662         35.0       600
1663         35.0       600
1664         35.0       600
1665         35.0       600
1666         35.0       600
1667         35.0       600
1668         35.0       600
1669         35.0       600
1670         35.0       600
1671         35.0       600
1672         35.0       600
1673         35.0       600
1674         35.0       600
1675         35.0       600
1676         35.0       600
1677         34.0       600
1678         35.0       600
1679         35.0       600
